id_pagamento,id_apolice,id_segurado,id_parcela,competencia,data_vencimento,data_pagamento,valor_pago,valor_esperado,status,metodo_pagamento,ramo,perfil_pagamento
PG-rada-00000033,AP-000033,SEG-000033,AP-000033-01,2024-01,2024-01-20,2024-01-21,781.83,781.83,Pago,Debito,Auto,Bom
PG-rada-00000034,AP-000034,SEG-000034,AP-000034-01,2024-01,2024-01-05,2024-01-20,289.88,289.88,Pago,Cartao,Residencial,Ruim
PG-rada-00000035,AP-000035,SEG-000035,AP-000035-01,2024-01,2024-01-20,2024-01-21,418.19,418.19,Pago,Debito,Residencial,Bom
PG-rada-00000036,AP-000036,SEG-000036,AP-000036-01,2024-01,2024-01-05,2024-01-05,321.55,321.55,Pago,Debito,Saude,Bom
PG-rada-00000037,AP-000037,SEG-000037,AP-000037-01,2024-01,2024-01-08,2024-01-09,851.57,851.57,Pago,Cartao,Vida,Bom
PG-rada-00000038,AP-000038,SEG-000038,AP-000038-01,2024-01,2024-01-12,2024-01-12,725.35,725.35,Pago,Boleto,Vida,Bom
PG-rada-00000039,AP-000039,SEG-000039,AP-000039-01,2024-01,2024-01-25,2024-01-25,818.37,818.37,Pago,Boleto,Residencial,Ruim
PG-rada-00000040,AP-000040,SEG-000040,AP-000040-01,2024-01,2024-01-10,2024-01-11,837.98,837.98,Pago,Cartao,Auto,Bom
PG-rada-00000041,AP-000041,SEG-000041,AP-000041-01,2024-01,2024-01-25,2024-01-26,842.08,842.08,Pago,Boleto,Saude,Bom
PG-rada-00000042,AP-000042,SEG-000042,AP-000042-01,2024-01,2024-01-18,2024-01-18,274.14,274.14,Pago,Boleto,Auto,Bom
PG-rada-00000043,AP-000043,SEG-000043,AP-000043-01,2024-01,2024-01-15,2024-01-18,365.26,365.26,Pago,Cartao,Vida,Medio
PG-rada-00000044,AP-000044,SEG-000044,AP-000044-01,2024-01,2024-01-25,2024-01-25,971.29,971.29,Pago,Cartao,Residencial,Bom
PG-rada-00000045,AP-000045,SEG-000045,AP-000045-01,2024-01,2024-01-05,2024-02-02,426.73,426.73,Pago,Boleto,Vida,Ruim
PG-rada-00000046,AP-000046,SEG-000046,AP-000046-01,2024-01,2024-01-08,2024-01-08,909.14,909.14,Pago,Boleto,Saude,Medio
PG-rada-00000047,AP-000047,SEG-000047,AP-000047-01,2024-01,2024-01-08,2024-01-08,910.72,910.72,Pago,Debito,Auto,Bom
PG-rada-00000048,AP-000048,SEG-000048,AP-000048-01,2024-01,2024-01-15,2024-01-15,442.35,442.35,Pago,Boleto,Auto,Medio
PG-rada-00000049,AP-000049,SEG-000049,AP-000049-01,2024-01,2024-01-12,2024-02-09,258.37,258.37,Pago,Cartao,Vida,Ruim
PG-rada-00000050,AP-000050,SEG-000050,AP-000050-01,2024-01,2024-01-18,2024-01-18,521.21,521.21,Pago,Boleto,Empresarial,Medio
PG-rada-00000051,AP-000051,SEG-000051,AP-000051-01,2024-01,2024-01-10,2024-01-11,748.93,748.93,Pago,Boleto,Residencial,Bom
PG-rada-00000052,AP-000052,SEG-000052,AP-000052-01,2024-01,2024-01-20,2024-01-20,873.73,873.73,Pago,Cartao,Auto,Bom
PG-rada-00000053,AP-000053,SEG-000053,AP-000053-01,2024-01,2024-01-25,2024-01-25,151.89,151.89,Pago,Boleto,Saude,Bom
PG-rada-00000054,AP-000054,SEG-000054,AP-000054-01,2024-01,2024-01-20,2024-01-20,881.79,881.79,Pago,Cartao,Vida,Bom
PG-rada-00000055,AP-000055,SEG-000055,AP-000055-01,2024-01,2024-01-12,2024-01-12,407.49,407.49,Pago,Cartao,Empresarial,Medio
PG-rada-00000056,AP-000056,SEG-000056,AP-000056-01,2024-01,2024-01-25,2024-01-25,274.18,274.18,Pago,Boleto,Residencial,Bom
PG-rada-00000057,AP-000057,SEG-000057,AP-000057-01,2024-01,2024-01-18,2024-01-19,468.90,468.90,Pago,Boleto,Vida,Bom
PG-rada-00000058,AP-000058,SEG-000058,AP-000058-01,2024-01,2024-01-15,2024-01-17,283.81,283.81,Pago,Debito,Vida,Bom
PG-rada-00000059,AP-000059,SEG-000059,AP-000059-01,2024-01,2024-01-10,2024-01-10,152.05,152.05,Pago,Boleto,Auto,Bom
PG-rada-00000060,AP-000060,SEG-000060,AP-000060-01,2024-01,2024-01-25,2024-01-25,138.86,138.86,Pago,Debito,Auto,Bom
PG-rada-00000061,AP-000061,SEG-000061,AP-000061-01,2024-01,2024-01-18,2024-01-18,122.27,122.27,Pago,Boleto,Auto,Bom
PG-rada-00000062,AP-000062,SEG-000062,AP-000062-01,2024-01,2024-01-15,,446.75,769.87,Inadimplente,Debito,Auto,Medio
PG-rada-00000063,AP-000063,SEG-000063,AP-000063-01,2024-01,2024-01-12,2024-01-12,168.24,168.24,Pago,Boleto,Residencial,Ruim
PG-rada-00000064,AP-000064,SEG-000064,AP-000064-01,2024-01,2024-01-05,2024-01-05,179.77,179.77,Pago,Debito,Auto,Bom
PG-rada-00000065,AP-000065,SEG-000065,AP-000065-01,2024-01,2024-01-10,2024-01-10,187.97,187.97,Pago,Boleto,Vida,Medio
PG-rada-00000066,AP-000066,SEG-000066,AP-000066-01,2024-01,2024-01-18,2024-01-18,715.47,715.47,Pago,Boleto,Auto,Medio
PG-rada-00000067,AP-000067,SEG-000067,AP-000067-01,2024-01,2024-01-20,2024-01-20,722.38,722.38,Pago,Cartao,Residencial,Bom
PG-rada-00000068,AP-000068,SEG-000068,AP-000068-01,2024-01,2024-01-18,2024-01-18,374.52,374.52,Pago,Cartao,Auto,Bom
PG-rada-00000069,AP-000069,SEG-000069,AP-000069-01,2024-01,2024-01-05,2024-01-12,323.76,323.76,Pago,Cartao,Saude,Medio
PG-rada-00000070,AP-000070,SEG-000070,AP-000070-01,2024-01,2024-01-12,,0.00,195.34,Inadimplente,Boleto,Vida,Medio
PG-rada-00000071,AP-000071,SEG-000071,AP-000071-01,2024-01,2024-01-12,2024-01-12,656.25,656.25,Pago,Cartao,Saude,Bom
PG-rada-00000072,AP-000072,SEG-000072,AP-000072-01,2024-01,2024-01-15,2024-01-17,513.85,513.85,Pago,Cartao,Vida,Bom
PG-rada-00000073,AP-000073,SEG-000073,AP-000073-01,2024-01,2024-01-10,2024-01-10,525.94,525.94,Pago,Debito,Auto,Ruim
PG-rada-00000074,AP-000074,SEG-000074,AP-000074-01,2024-01,2024-01-12,,0.00,603.47,Inadimplente,Boleto,Vida,Medio
PG-rada-00000075,AP-000075,SEG-000075,AP-000075-01,2024-01,2024-01-10,2024-01-12,923.01,923.01,Pago,Cartao,Empresarial,Bom
PG-rada-00000076,AP-000076,SEG-000076,AP-000076-01,2024-01,2024-01-15,2024-01-15,977.48,977.48,Pago,Boleto,Vida,Medio
PG-rada-00000077,AP-000077,SEG-000077,AP-000077-01,2024-01,2024-01-15,2024-01-27,598.55,598.55,Pago,Debito,Vida,Medio
PG-rada-00000078,AP-000078,SEG-000078,AP-000078-01,2024-01,2024-01-12,2024-01-12,258.92,258.92,Pago,Debito,Auto,Bom
PG-rada-00000079,AP-000079,SEG-000079,AP-000079-01,2024-01,2024-01-08,2024-01-08,463.09,463.09,Pago,Cartao,Residencial,Bom
PG-rada-00000080,AP-000080,SEG-000080,AP-000080-01,2024-01,2024-01-05,2024-01-12,192.50,192.50,Pago,Boleto,Auto,Medio
PG-rada-00000081,AP-000081,SEG-000081,AP-000081-01,2024-01,2024-01-25,2024-01-25,154.54,154.54,Pago,Debito,Saude,Bom
PG-rada-00000082,AP-000082,SEG-000082,AP-000082-01,2024-01,2024-01-10,2024-01-10,242.22,242.22,Pago,Debito,Vida,Medio
PG-rada-00000083,AP-000083,SEG-000083,AP-000083-01,2024-01,2024-01-10,2024-01-11,925.67,925.67,Pago,Debito,Residencial,Bom
PG-rada-00000084,AP-000084,SEG-000084,AP-000084-01,2024-01,2024-01-05,2024-01-05,493.19,493.19,Pago,Debito,Auto,Bom
PG-rada-00000085,AP-000085,SEG-000085,AP-000085-01,2024-01,2024-01-12,2024-01-12,220.49,220.49,Pago,Boleto,Auto,Bom
PG-rada-00000086,AP-000086,SEG-000086,AP-000086-01,2024-01,2024-01-20,2024-01-24,275.34,275.34,Pago,Cartao,Residencial,Bom
PG-rada-00000087,AP-000087,SEG-000087,AP-000087-01,2024-01,2024-01-25,2024-01-25,633.42,633.42,Pago,Debito,Auto,Bom
PG-rada-00000088,AP-000088,SEG-000088,AP-000088-01,2024-01,2024-01-18,2024-01-21,884.66,884.66,Pago,Cartao,Auto,Medio
PG-rada-00000089,AP-000089,SEG-000089,AP-000089-01,2024-01,2024-01-20,2024-01-20,650.89,650.89,Pago,Debito,Vida,Bom
PG-rada-00000090,AP-000090,SEG-000090,AP-000090-01,2024-01,2024-01-08,2024-01-08,815.40,815.40,Pago,Debito,Auto,Bom
PG-rada-00000091,AP-000091,SEG-000091,AP-000091-01,2024-01,2024-01-25,2024-01-25,334.84,334.84,Pago,Boleto,Vida,Bom
PG-rada-00000092,AP-000092,SEG-000092,AP-000092-01,2024-01,2024-01-15,2024-01-15,147.37,147.37,Pago,Boleto,Residencial,Bom
PG-rada-00000093,AP-000093,SEG-000093,AP-000093-01,2024-01,2024-01-20,,180.69,781.39,Inadimplente,Debito,Auto,Bom
PG-rada-00000094,AP-000094,SEG-000094,AP-000094-01,2024-01,2024-01-15,2024-01-15,565.83,565.83,Pago,Boleto,Auto,Medio
PG-rada-00000095,AP-000095,SEG-000095,AP-000095-01,2024-01,2024-01-18,2024-01-18,335.19,335.19,Pago,Boleto,Vida,Medio
PG-rada-00000096,AP-000096,SEG-000096,AP-000096-01,2024-01,2024-01-20,2024-02-01,810.39,810.39,Pago,Boleto,Saude,Medio
PG-rada-00000097,AP-000097,SEG-000097,AP-000097-01,2024-01,2024-01-18,2024-01-19,175.62,175.62,Pago,Cartao,Auto,Bom
PG-rada-00000098,AP-000098,SEG-000098,AP-000098-01,2024-01,2024-01-25,2024-01-25,407.83,407.83,Pago,Debito,Auto,Bom
PG-rada-00000099,AP-000099,SEG-000099,AP-000099-01,2024-01,2024-01-25,2024-01-25,614.90,614.90,Pago,Debito,Residencial,Medio
PG-rada-00000100,AP-000100,SEG-000100,AP-000100-01,2024-01,2024-01-18,2024-02-02,731.92,731.92,Pago,Boleto,Auto,Ruim
PG-rada-00000101,AP-000101,SEG-000101,AP-000101-01,2024-01,2024-01-12,2024-01-12,960.80,960.80,Pago,Debito,Auto,Medio
PG-rada-00000102,AP-000102,SEG-000102,AP-000102-01,2024-01,2024-01-25,2024-01-25,635.66,635.66,Pago,Debito,Saude,Medio
PG-rada-00000103,AP-000103,SEG-000103,AP-000103-01,2024-01,2024-01-12,2024-02-09,566.79,566.79,Pago,Boleto,Vida,Ruim
PG-rada-00000104,AP-000104,SEG-000104,AP-000104-01,2024-01,2024-01-08,2024-01-08,227.55,227.55,Pago,Boleto,Auto,Ruim
PG-rada-00000105,AP-000105,SEG-000105,AP-000105-01,2024-01,2024-01-20,2024-01-23,913.87,913.87,Pago,Debito,Residencial,Medio
PG-rada-00000106,AP-000106,SEG-000106,AP-000106-01,2024-01,2024-01-20,2024-01-23,256.90,256.90,Pago,Debito,Residencial,Medio
PG-rada-00000107,AP-000107,SEG-000107,AP-000107-01,2024-01,2024-01-12,2024-01-12,923.17,923.17,Pago,Cartao,Vida,Bom
PG-rada-00000108,AP-000108,SEG-000108,AP-000108-01,2024-01,2024-01-10,2024-01-10,485.30,485.30,Pago,Boleto,Auto,Bom
PG-rada-00000109,AP-000109,SEG-000109,AP-000109-01,2024-01,2024-01-18,2024-01-18,316.70,316.70,Pago,Cartao,Residencial,Bom
PG-rada-00000110,AP-000110,SEG-000110,AP-000110-01,2024-01,2024-01-25,2024-02-22,572.57,572.57,Pago,Boleto,Residencial,Ruim
PG-rada-00000111,AP-000111,SEG-000111,AP-000111-01,2024-01,2024-01-18,2024-01-18,418.38,418.38,Pago,Boleto,Vida,Medio
PG-rada-00000112,AP-000112,SEG-000112,AP-000112-01,2024-01,2024-01-25,2024-01-25,832.93,832.93,Pago,Debito,Auto,Bom
PG-rada-00000113,AP-000113,SEG-000113,AP-000113-01,2024-01,2024-01-12,2024-01-15,679.20,679.20,Pago,Cartao,Saude,Medio
PG-rada-00000114,AP-000114,SEG-000114,AP-000114-01,2024-01,2024-01-12,2024-01-12,431.42,431.42,Pago,Boleto,Auto,Medio
PG-rada-00000115,AP-000115,SEG-000115,AP-000115-01,2024-01,2024-01-20,2024-01-20,247.67,247.67,Pago,Debito,Vida,Bom
PG-rada-00000116,AP-000116,SEG-000116,AP-000116-01,2024-01,2024-01-25,2024-01-26,558.88,558.88,Pago,Boleto,Saude,Bom
PG-rada-00000117,AP-000117,SEG-000117,AP-000117-01,2024-01,2024-01-20,2024-01-20,644.23,644.23,Pago,Debito,Auto,Bom
PG-rada-00000118,AP-000118,SEG-000118,AP-000118-01,2024-01,2024-01-25,2024-01-25,574.84,574.84,Pago,Boleto,Auto,Bom
PG-rada-00000119,AP-000119,SEG-000119,AP-000119-01,2024-01,2024-01-18,,0.00,180.05,Inadimplente,Cartao,Empresarial,Ruim
PG-rada-00000120,AP-000120,SEG-000120,AP-000120-01,2024-01,2024-01-08,2024-01-15,534.77,534.77,Pago,Debito,Vida,Medio
PG-rada-00000121,AP-000121,SEG-000121,AP-000121-01,2024-01,2024-01-10,2024-01-10,899.73,899.73,Pago,Debito,Auto,Bom
PG-rada-00000122,AP-000122,SEG-000122,AP-000122-01,2024-01,2024-01-18,2024-01-18,531.18,531.18,Pago,Debito,Residencial,Bom
PG-rada-00000123,AP-000123,SEG-000123,AP-000123-01,2024-01,2024-01-15,2024-01-15,228.13,228.13,Pago,Debito,Auto,Bom
PG-rada-00000124,AP-000124,SEG-000124,AP-000124-01,2024-01,2024-01-10,2024-01-25,678.06,678.06,Pago,Boleto,Auto,Ruim
PG-rada-00000125,AP-000125,SEG-000125,AP-000125-01,2024-01,2024-01-15,2024-01-15,634.56,634.56,Pago,Boleto,Saude,Bom
PG-rada-00000126,AP-000126,SEG-000126,AP-000126-01,2024-01,2024-01-05,2024-02-02,236.33,236.33,Pago,Boleto,Vida,Ruim
PG-rada-00000127,AP-000127,SEG-000127,AP-000127-01,2024-01,2024-01-15,2024-01-15,333.65,333.65,Pago,Debito,Auto,Bom
PG-rada-00000128,AP-000128,SEG-000128,AP-000128-01,2024-01,2024-01-25,2024-02-01,412.88,412.88,Pago,Boleto,Vida,Ruim
PG-rada-00000129,AP-000129,SEG-000129,AP-000129-01,2024-01,2024-01-10,2024-01-10,713.70,713.70,Pago,Cartao,Vida,Medio
PG-rada-00000130,AP-000130,SEG-000130,AP-000130-01,2024-01,2024-01-08,2024-01-09,555.12,555.12,Pago,Cartao,Residencial,Bom
PG-rada-00000131,AP-000131,SEG-000131,AP-000131-01,2024-01,2024-01-12,2024-01-12,765.99,765.99,Pago,Boleto,Saude,Bom
PG-rada-00000132,AP-000132,SEG-000132,AP-000132-01,2024-01,2024-01-10,2024-01-10,652.37,652.37,Pago,Debito,Auto,Medio
PG-rada-00000133,AP-000133,SEG-000133,AP-000133-01,2024-01,2024-01-10,2024-01-17,423.00,423.00,Pago,Debito,Residencial,Ruim
PG-rada-00000134,AP-000134,SEG-000134,AP-000134-01,2024-01,2024-01-18,2024-01-30,587.45,587.45,Pago,Debito,Auto,Medio
PG-rada-00000135,AP-000135,SEG-000135,AP-000135-01,2024-01,2024-01-05,2024-01-05,386.44,386.44,Pago,Debito,Vida,Ruim
PG-rada-00000136,AP-000136,SEG-000136,AP-000136-01,2024-01,2024-01-10,2024-01-10,886.98,886.98,Pago,Boleto,Auto,Medio
PG-rada-00000137,AP-000137,SEG-000137,AP-000137-01,2024-01,2024-01-20,2024-01-20,209.08,209.08,Pago,Debito,Empresarial,Medio
PG-rada-00000138,AP-000138,SEG-000138,AP-000138-01,2024-01,2024-01-10,2024-01-17,532.66,532.66,Pago,Debito,Vida,Medio
PG-rada-00000139,AP-000139,SEG-000139,AP-000139-01,2024-01,2024-01-25,2024-01-27,884.26,884.26,Pago,Cartao,Auto,Bom
PG-rada-00000140,AP-000140,SEG-000140,AP-000140-01,2024-01,2024-01-05,2024-01-05,165.47,165.47,Pago,Debito,Vida,Bom
PG-rada-00000141,AP-000141,SEG-000141,AP-000141-01,2024-01,2024-01-18,2024-01-18,691.22,691.22,Pago,Boleto,Residencial,Bom
PG-rada-00000142,AP-000142,SEG-000142,AP-000142-01,2024-01,2024-01-10,2024-01-13,588.97,588.97,Pago,Boleto,Vida,Medio
PG-rada-00000143,AP-000143,SEG-000143,AP-000143-01,2024-01,2024-01-25,2024-01-25,795.85,795.85,Pago,Boleto,Auto,Bom
PG-rada-00000144,AP-000144,SEG-000144,AP-000144-01,2024-01,2024-01-12,2024-01-12,608.20,608.20,Pago,Cartao,Vida,Bom
PG-rada-00000145,AP-000145,SEG-000145,AP-000145-01,2024-01,2024-01-10,2024-01-10,429.43,429.43,Pago,Cartao,Auto,Medio
PG-rada-00000146,AP-000146,SEG-000146,AP-000146-01,2024-01,2024-01-12,2024-01-12,903.21,903.21,Pago,Boleto,Auto,Bom
PG-rada-00000147,AP-000147,SEG-000147,AP-000147-01,2024-01,2024-01-15,2024-01-15,842.83,842.83,Pago,Debito,Auto,Bom
PG-rada-00000148,AP-000148,SEG-000148,AP-000148-01,2024-01,2024-01-10,2024-01-10,830.73,830.73,Pago,Debito,Saude,Bom
PG-rada-00000149,AP-000149,SEG-000149,AP-000149-01,2024-01,2024-01-20,2024-01-20,735.71,735.71,Pago,Boleto,Auto,Bom
PG-rada-00000150,AP-000150,SEG-000150,AP-000150-01,2024-01,2024-01-08,2024-01-08,641.58,641.58,Pago,Cartao,Saude,Medio
PG-rada-00000151,AP-000151,SEG-000151,AP-000151-01,2024-01,2024-01-20,2024-01-27,387.69,387.69,Pago,Boleto,Auto,Medio
PG-rada-00000152,AP-000152,SEG-000152,AP-000152-01,2024-01,2024-01-18,,117.50,195.94,Inadimplente,Boleto,Residencial,Ruim
PG-rada-00000153,AP-000153,SEG-000153,AP-000153-01,2024-01,2024-01-05,2024-01-05,824.49,824.49,Pago,Debito,Vida,Bom
PG-rada-00000154,AP-000154,SEG-000154,AP-000154-01,2024-01,2024-01-12,2024-01-24,204.97,204.97,Pago,Boleto,Vida,Medio
PG-rada-00000155,AP-000155,SEG-000155,AP-000155-01,2024-01,2024-01-10,2024-01-10,868.76,868.76,Pago,Debito,Vida,Bom
PG-rada-00000156,AP-000156,SEG-000156,AP-000156-01,2024-01,2024-01-12,2024-01-12,330.24,330.24,Pago,Cartao,Vida,Bom
PG-rada-00000157,AP-000157,SEG-000157,AP-000157-01,2024-01,2024-01-05,2024-01-05,679.81,679.81,Pago,Cartao,Auto,Medio
PG-rada-00000158,AP-000158,SEG-000158,AP-000158-01,2024-01,2024-01-10,2024-01-10,685.81,685.81,Pago,Debito,Auto,Medio
PG-rada-00000159,AP-000159,SEG-000159,AP-000159-01,2024-01,2024-01-08,2024-01-12,532.72,532.72,Pago,Boleto,Vida,Bom
PG-rada-00000160,AP-000160,SEG-000160,AP-000160-01,2024-01,2024-01-05,2024-01-05,262.63,262.63,Pago,Debito,Vida,Bom
PG-rada-00000161,AP-000161,SEG-000161,AP-000161-01,2024-01,2024-01-12,2024-01-19,497.64,497.64,Pago,Debito,Residencial,Medio
PG-rada-00000162,AP-000162,SEG-000162,AP-000162-01,2024-01,2024-01-25,,53.16,265.67,Inadimplente,Boleto,Saude,Ruim
PG-rada-00000163,AP-000163,SEG-000163,AP-000163-01,2024-01,2024-01-20,2024-01-20,481.45,481.45,Pago,Boleto,Saude,Bom
PG-rada-00000164,AP-000164,SEG-000164,AP-000164-01,2024-01,2024-01-20,2024-01-20,728.80,728.80,Pago,Boleto,Auto,Bom
PG-rada-00000165,AP-000165,SEG-000165,AP-000165-01,2024-01,2024-01-20,2024-01-20,627.12,627.12,Pago,Boleto,Auto,Medio
PG-rada-00000166,AP-000166,SEG-000166,AP-000166-01,2024-01,2024-01-15,2024-01-18,829.05,829.05,Pago,Cartao,Auto,Medio
PG-rada-00000167,AP-000167,SEG-000167,AP-000167-01,2024-01,2024-01-18,2024-01-25,294.54,294.54,Pago,Debito,Residencial,Ruim
PG-rada-00000168,AP-000168,SEG-000168,AP-000168-01,2024-01,2024-01-12,2024-01-19,450.69,450.69,Pago,Boleto,Residencial,Ruim
PG-rada-00000169,AP-000169,SEG-000169,AP-000169-01,2024-01,2024-01-12,2024-01-13,496.88,496.88,Pago,Boleto,Saude,Bom
PG-rada-00000170,AP-000170,SEG-000170,AP-000170-01,2024-01,2024-01-12,2024-01-13,278.99,278.99,Pago,Boleto,Saude,Bom
PG-rada-00000171,AP-000171,SEG-000171,AP-000171-01,2024-01,2024-01-20,2024-01-20,747.09,747.09,Pago,Debito,Vida,Bom
PG-rada-00000172,AP-000172,SEG-000172,AP-000172-01,2024-01,2024-01-12,2024-01-12,725.37,725.37,Pago,Debito,Saude,Bom
PG-rada-00000173,AP-000173,SEG-000173,AP-000173-01,2024-01,2024-01-10,2024-01-17,969.47,969.47,Pago,Cartao,Auto,Ruim
PG-rada-00000174,AP-000174,SEG-000174,AP-000174-01,2024-01,2024-01-12,2024-01-12,273.94,273.94,Pago,Debito,Auto,Bom
PG-rada-00000175,AP-000175,SEG-000175,AP-000175-01,2024-01,2024-01-12,2024-01-15,315.94,315.94,Pago,Boleto,Residencial,Medio
PG-rada-00000176,AP-000176,SEG-000176,AP-000176-01,2024-01,2024-01-05,2024-01-05,535.01,535.01,Pago,Debito,Residencial,Bom
PG-rada-00000177,AP-000177,SEG-000177,AP-000177-01,2024-01,2024-01-15,2024-01-15,502.04,502.04,Pago,Cartao,Saude,Bom
PG-rada-00000178,AP-000178,SEG-000178,AP-000178-01,2024-01,2024-01-18,2024-01-18,338.91,338.91,Pago,Boleto,Auto,Bom
PG-rada-00000179,AP-000179,SEG-000179,AP-000179-01,2024-01,2024-01-10,2024-01-10,188.45,188.45,Pago,Boleto,Auto,Bom
PG-rada-00000180,AP-000180,SEG-000180,AP-000180-01,2024-01,2024-01-10,2024-01-10,666.65,666.65,Pago,Cartao,Auto,Bom
PG-rada-00000181,AP-000181,SEG-000181,AP-000181-01,2024-01,2024-01-25,2024-01-25,434.03,434.03,Pago,Boleto,Vida,Bom
PG-rada-00000182,AP-000182,SEG-000182,AP-000182-01,2024-01,2024-01-12,2024-01-15,698.09,698.09,Pago,Boleto,Residencial,Medio
PG-rada-00000183,AP-000183,SEG-000183,AP-000183-01,2024-01,2024-01-05,2024-01-05,634.23,634.23,Pago,Boleto,Saude,Bom
PG-rada-00000184,AP-000184,SEG-000184,AP-000184-01,2024-01,2024-01-08,2024-01-08,570.94,570.94,Pago,Boleto,Vida,Bom
