id_pagamento,id_apolice,id_segurado,id_parcela,competencia,data_vencimento,data_pagamento,valor_pago,valor_esperado,status,metodo_pagamento,ramo,perfil_pagamento
PG-leto-00000059,AP-000059,SEG-000059,AP-000059-01,2024-01,2024-01-20,2024-01-20,396.65,396.65,Pago,Boleto,Residencial,Medio
PG-leto-00000060,AP-000060,SEG-000060,AP-000060-01,2024-01,2024-01-05,2024-01-20,1146.63,1146.63,Pago,Boleto,Auto,Ruim
PG-leto-00000061,AP-000061,SEG-000061,AP-000061-01,2024-01,2024-01-10,2024-01-10,259.20,259.20,Pago,Cartao,Saude,Medio
PG-leto-00000062,AP-000062,SEG-000062,AP-000062-01,2024-01,2024-01-08,2024-01-08,1195.32,1195.32,Pago,Boleto,Saude,Ruim
PG-leto-00000063,AP-000063,SEG-000063,AP-000063-01,2024-01,2024-01-12,2024-01-19,784.41,784.41,Pago,Boleto,Residencial,Medio
PG-leto-00000064,AP-000064,SEG-000064,AP-000064-01,2024-01,2024-01-15,2024-01-30,1320.17,1320.17,Pago,Debito,Residencial,Ruim
PG-leto-00000065,AP-000065,SEG-000065,AP-000065-01,2024-01,2024-01-08,2024-01-10,1161.72,1161.72,Pago,Cartao,Residencial,Bom
PG-leto-00000066,AP-000066,SEG-000066,AP-000066-01,2024-01,2024-01-08,2024-01-08,341.50,341.50,Pago,Boleto,Saude,Ruim
PG-leto-00000067,AP-000067,SEG-000067,AP-000067-01,2024-01,2024-01-18,2024-01-25,440.39,440.39,Pago,Cartao,Residencial,Ruim
PG-leto-00000068,AP-000068,SEG-000068,AP-000068-01,2024-01,2024-01-18,2024-01-25,330.36,330.36,Pago,Boleto,Vida,Ruim
PG-leto-00000069,AP-000069,SEG-000069,AP-000069-01,2024-01,2024-01-05,2024-01-05,1069.35,1069.35,Pago,Boleto,Residencial,Bom
PG-leto-00000070,AP-000070,SEG-000070,AP-000070-01,2024-01,2024-01-15,,0.00,342.98,Inadimplente,Debito,Empresarial,Ruim
PG-leto-00000071,AP-000071,SEG-000071,AP-000071-01,2024-01,2024-01-25,2024-01-26,1411.72,1411.72,Pago,Boleto,Empresarial,Bom
PG-leto-00000072,AP-000072,SEG-000072,AP-000072-01,2024-01,2024-01-25,2024-01-25,451.09,451.09,Pago,Debito,Vida,Medio
PG-leto-00000073,AP-000073,SEG-000073,AP-000073-01,2024-01,2024-01-10,,0.00,714.50,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000074,AP-000074,SEG-000074,AP-000074-01,2024-01,2024-01-08,2024-01-11,1130.52,1130.52,Pago,Cartao,Saude,Medio
PG-leto-00000075,AP-000075,SEG-000075,AP-000075-01,2024-01,2024-01-20,2024-02-01,788.15,788.15,Pago,Boleto,Saude,Medio
PG-leto-00000076,AP-000076,SEG-000076,AP-000076-01,2024-01,2024-01-08,2024-01-15,436.00,436.00,Pago,Boleto,Residencial,Medio
PG-leto-00000077,AP-000077,SEG-000077,AP-000077-01,2024-01,2024-01-12,2024-01-12,505.85,505.85,Pago,Debito,Empresarial,Bom
PG-leto-00000078,AP-000078,SEG-000078,AP-000078-01,2024-01,2024-01-08,2024-01-15,1033.05,1033.05,Pago,Boleto,Residencial,Ruim
PG-leto-00000079,AP-000079,SEG-000079,AP-000079-01,2024-01,2024-01-10,2024-01-10,890.87,890.87,Pago,Cartao,Empresarial,Bom
PG-leto-00000080,AP-000080,SEG-000080,AP-000080-01,2024-01,2024-01-20,,0.00,458.28,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000081,AP-000081,SEG-000081,AP-000081-01,2024-01,2024-01-20,2024-01-27,745.49,745.49,Pago,Boleto,Empresarial,Medio
PG-leto-00000082,AP-000082,SEG-000082,AP-000082-01,2024-01,2024-01-08,2024-01-08,770.89,770.89,Pago,Boleto,Saude,Medio
PG-leto-00000083,AP-000083,SEG-000083,AP-000083-01,2024-01,2024-01-12,2024-01-12,1231.99,1231.99,Pago,Cartao,Auto,Medio
PG-leto-00000084,AP-000084,SEG-000084,AP-000084-01,2024-01,2024-01-12,2024-01-12,570.75,570.75,Pago,Boleto,Empresarial,Ruim
PG-leto-00000085,AP-000085,SEG-000085,AP-000085-01,2024-01,2024-01-20,2024-01-20,180.48,180.48,Pago,Debito,Residencial,Medio
PG-leto-00000086,AP-000086,SEG-000086,AP-000086-01,2024-01,2024-01-18,2024-01-21,1381.44,1381.44,Pago,Boleto,Auto,Medio
PG-leto-00000087,AP-000087,SEG-000087,AP-000087-01,2024-01,2024-01-08,2024-01-08,837.14,837.14,Pago,Debito,Vida,Bom
PG-leto-00000088,AP-000088,SEG-000088,AP-000088-01,2024-01,2024-01-15,,0.00,374.17,Inadimplente,Boleto,Vida,Ruim
PG-leto-00000089,AP-000089,SEG-000089,AP-000089-01,2024-01,2024-01-10,2024-01-10,740.95,740.95,Pago,Boleto,Saude,Medio
PG-leto-00000090,AP-000090,SEG-000090,AP-000090-01,2024-01,2024-01-08,2024-01-08,505.81,505.81,Pago,Cartao,Residencial,Medio
PG-leto-00000091,AP-000091,SEG-000091,AP-000091-01,2024-01,2024-01-20,2024-01-20,485.38,485.38,Pago,Boleto,Residencial,Medio
PG-leto-00000092,AP-000092,SEG-000092,AP-000092-01,2024-01,2024-01-15,,0.00,274.78,Inadimplente,Boleto,Residencial,Ruim
PG-leto-00000093,AP-000093,SEG-000093,AP-000093-01,2024-01,2024-01-25,2024-01-25,873.33,873.33,Pago,Debito,Empresarial,Ruim
PG-leto-00000094,AP-000094,SEG-000094,AP-000094-01,2024-01,2024-01-10,2024-01-10,365.59,365.59,Pago,Cartao,Empresarial,Bom
PG-leto-00000095,AP-000095,SEG-000095,AP-000095-01,2024-01,2024-01-12,2024-01-14,1404.11,1404.11,Pago,Debito,Empresarial,Bom
PG-leto-00000096,AP-000096,SEG-000096,AP-000096-01,2024-01,2024-01-10,,122.68,243.95,Inadimplente,Boleto,Empresarial,Ruim
PG-leto-00000097,AP-000097,SEG-000097,AP-000097-01,2024-01,2024-01-12,2024-01-12,1321.19,1321.19,Pago,Boleto,Empresarial,Bom
PG-leto-00000098,AP-000098,SEG-000098,AP-000098-01,2024-01,2024-01-15,2024-01-30,601.52,601.52,Pago,Boleto,Auto,Ruim
PG-leto-00000099,AP-000099,SEG-000099,AP-000099-01,2024-01,2024-01-05,2024-01-05,1381.86,1381.86,Pago,Boleto,Residencial,Medio
PG-leto-00000100,AP-000100,SEG-000100,AP-000100-01,2024-01,2024-01-20,2024-01-23,1207.22,1207.22,Pago,Boleto,Saude,Medio
PG-leto-00000101,AP-000101,SEG-000101,AP-000101-01,2024-01,2024-01-08,2024-01-23,749.84,749.84,Pago,Boleto,Vida,Ruim
PG-leto-00000102,AP-000102,SEG-000102,AP-000102-01,2024-01,2024-01-25,2024-01-25,210.41,210.41,Pago,Debito,Auto,Medio
PG-leto-00000103,AP-000103,SEG-000103,AP-000103-01,2024-01,2024-01-18,2024-01-18,1025.48,1025.48,Pago,Debito,Vida,Medio
PG-leto-00000104,AP-000104,SEG-000104,AP-000104-01,2024-01,2024-01-20,2024-01-20,209.01,209.01,Pago,Boleto,Vida,Bom
PG-leto-00000105,AP-000105,SEG-000105,AP-000105-01,2024-01,2024-01-15,,0.00,266.25,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000106,AP-000106,SEG-000106,AP-000106-01,2024-01,2024-01-15,2024-01-15,1195.30,1195.30,Pago,Debito,Auto,Bom
PG-leto-00000107,AP-000107,SEG-000107,AP-000107-01,2024-01,2024-01-15,2024-02-12,1174.39,1174.39,Pago,Boleto,Residencial,Ruim
PG-leto-00000108,AP-000108,SEG-000108,AP-000108-01,2024-01,2024-01-05,,0.00,1099.99,Inadimplente,Boleto,Empresarial,Ruim
PG-leto-00000109,AP-000109,SEG-000109,AP-000109-01,2024-01,2024-01-15,2024-02-12,866.84,866.84,Pago,Boleto,Empresarial,Ruim
PG-leto-00000110,AP-000110,SEG-000110,AP-000110-01,2024-01,2024-01-25,2024-02-01,551.56,551.56,Pago,Cartao,Residencial,Medio
PG-leto-00000111,AP-000111,SEG-000111,AP-000111-01,2024-01,2024-01-20,2024-02-17,961.87,961.87,Pago,Boleto,Auto,Ruim
PG-leto-00000112,AP-000112,SEG-000112,AP-000112-01,2024-01,2024-01-18,,0.00,1167.42,Inadimplente,Boleto,Residencial,Ruim
PG-leto-00000113,AP-000113,SEG-000113,AP-000113-01,2024-01,2024-01-05,,0.00,1062.45,Inadimplente,Boleto,Empresarial,Ruim
PG-leto-00000114,AP-000114,SEG-000114,AP-000114-01,2024-01,2024-01-18,2024-01-18,361.13,361.13,Pago,Cartao,Auto,Bom
PG-leto-00000115,AP-000115,SEG-000115,AP-000115-01,2024-01,2024-01-05,2024-01-05,806.72,806.72,Pago,Debito,Saude,Ruim
PG-leto-00000116,AP-000116,SEG-000116,AP-000116-01,2024-01,2024-01-08,2024-01-08,1172.76,1172.76,Pago,Boleto,Empresarial,Medio
PG-leto-00000117,AP-000117,SEG-000117,AP-000117-01,2024-01,2024-01-20,2024-01-20,581.68,581.68,Pago,Boleto,Empresarial,Bom
PG-leto-00000118,AP-000118,SEG-000118,AP-000118-01,2024-01,2024-01-05,2024-01-05,256.93,256.93,Pago,Cartao,Vida,Bom
PG-leto-00000119,AP-000119,SEG-000119,AP-000119-01,2024-01,2024-01-05,2024-01-05,684.69,684.69,Pago,Cartao,Empresarial,Bom
PG-leto-00000120,AP-000120,SEG-000120,AP-000120-01,2024-01,2024-01-05,2024-01-08,1234.81,1234.81,Pago,Boleto,Residencial,Medio
PG-leto-00000121,AP-000121,SEG-000121,AP-000121-01,2024-01,2024-01-15,2024-01-27,1135.54,1135.54,Pago,Debito,Auto,Medio
PG-leto-00000122,AP-000122,SEG-000122,AP-000122-01,2024-01,2024-01-15,,0.00,636.65,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000123,AP-000123,SEG-000123,AP-000123-01,2024-01,2024-01-10,2024-01-10,403.05,403.05,Pago,Boleto,Residencial,Medio
PG-leto-00000124,AP-000124,SEG-000124,AP-000124-01,2024-01,2024-01-18,,0.00,850.44,Inadimplente,Boleto,Empresarial,Bom
PG-leto-00000125,AP-000125,SEG-000125,AP-000125-01,2024-01,2024-01-25,2024-01-25,355.81,355.81,Pago,Boleto,Residencial,Bom
PG-leto-00000126,AP-000126,SEG-000126,AP-000126-01,2024-01,2024-01-12,2024-01-24,1148.95,1148.95,Pago,Cartao,Saude,Medio
PG-leto-00000127,AP-000127,SEG-000127,AP-000127-01,2024-01,2024-01-25,2024-01-25,898.97,898.97,Pago,Debito,Vida,Medio
PG-leto-00000128,AP-000128,SEG-000128,AP-000128-01,2024-01,2024-01-10,2024-01-10,1361.39,1361.39,Pago,Boleto,Saude,Medio
PG-leto-00000129,AP-000129,SEG-000129,AP-000129-01,2024-01,2024-01-15,2024-01-30,540.22,540.22,Pago,Boleto,Residencial,Ruim
PG-leto-00000130,AP-000130,SEG-000130,AP-000130-01,2024-01,2024-01-15,,0.00,482.16,Inadimplente,Boleto,Vida,Medio
PG-leto-00000131,AP-000131,SEG-000131,AP-000131-01,2024-01,2024-01-20,2024-01-20,369.44,369.44,Pago,Boleto,Residencial,Bom
PG-leto-00000132,AP-000132,SEG-000132,AP-000132-01,2024-01,2024-01-20,2024-01-27,1230.17,1230.17,Pago,Boleto,Empresarial,Medio
PG-leto-00000133,AP-000133,SEG-000133,AP-000133-01,2024-01,2024-01-05,2024-01-05,1134.94,1134.94,Pago,Debito,Empresarial,Ruim
PG-leto-00000134,AP-000134,SEG-000134,AP-000134-01,2024-01,2024-01-08,2024-01-08,476.83,476.83,Pago,Boleto,Auto,Bom
PG-leto-00000135,AP-000135,SEG-000135,AP-000135-01,2024-01,2024-01-08,,0.00,1301.01,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000136,AP-000136,SEG-000136,AP-000136-01,2024-01,2024-01-08,2024-02-05,204.05,204.05,Pago,Boleto,Auto,Ruim
PG-leto-00000137,AP-000137,SEG-000137,AP-000137-01,2024-01,2024-01-25,2024-01-25,917.97,917.97,Pago,Boleto,Saude,Bom
PG-leto-00000138,AP-000138,SEG-000138,AP-000138-01,2024-01,2024-01-25,2024-01-25,778.61,778.61,Pago,Boleto,Residencial,Medio
PG-leto-00000139,AP-000139,SEG-000139,AP-000139-01,2024-01,2024-01-05,2024-01-08,517.06,517.06,Pago,Cartao,Empresarial,Medio
PG-leto-00000140,AP-000140,SEG-000140,AP-000140-01,2024-01,2024-01-05,2024-01-20,643.23,643.23,Pago,Boleto,Saude,Ruim
PG-leto-00000141,AP-000141,SEG-000141,AP-000141-01,2024-01,2024-01-12,2024-01-12,538.84,538.84,Pago,Boleto,Vida,Bom
PG-leto-00000142,AP-000142,SEG-000142,AP-000142-01,2024-01,2024-01-05,2024-01-06,403.05,403.05,Pago,Boleto,Empresarial,Bom
PG-leto-00000143,AP-000143,SEG-000143,AP-000143-01,2024-01,2024-01-05,,0.00,1366.82,Inadimplente,Cartao,Auto,Ruim
PG-leto-00000144,AP-000144,SEG-000144,AP-000144-01,2024-01,2024-01-12,,0.00,959.21,Inadimplente,Cartao,Saude,Ruim
PG-leto-00000145,AP-000145,SEG-000145,AP-000145-01,2024-01,2024-01-08,2024-01-08,777.88,777.88,Pago,Boleto,Vida,Bom
PG-leto-00000146,AP-000146,SEG-000146,AP-000146-01,2024-01,2024-01-12,,0.00,789.05,Inadimplente,Debito,Empresarial,Medio
PG-leto-00000147,AP-000147,SEG-000147,AP-000147-01,2024-01,2024-01-15,2024-01-30,204.89,204.89,Pago,Boleto,Residencial,Ruim
PG-leto-00000148,AP-000148,SEG-000148,AP-000148-01,2024-01,2024-01-20,2024-01-20,528.27,528.27,Pago,Boleto,Empresarial,Medio
PG-leto-00000149,AP-000149,SEG-000149,AP-000149-01,2024-01,2024-01-10,,0.00,1100.00,Inadimplente,Boleto,Auto,Medio
PG-leto-00000150,AP-000150,SEG-000150,AP-000150-01,2024-01,2024-01-10,,0.00,1064.49,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000151,AP-000151,SEG-000151,AP-000151-01,2024-01,2024-01-25,2024-01-25,1331.59,1331.59,Pago,Cartao,Vida,Bom
PG-leto-00000152,AP-000152,SEG-000152,AP-000152-01,2024-01,2024-01-05,,0.00,226.89,Inadimplente,Boleto,Vida,Ruim
PG-leto-00000153,AP-000153,SEG-000153,AP-000153-01,2024-01,2024-01-15,2024-01-27,537.07,537.07,Pago,Boleto,Vida,Medio
PG-leto-00000154,AP-000154,SEG-000154,AP-000154-01,2024-01,2024-01-05,2024-01-05,1013.06,1013.06,Pago,Boleto,Residencial,Medio
PG-leto-00000155,AP-000155,SEG-000155,AP-000155-01,2024-01,2024-01-20,2024-01-20,797.46,797.46,Pago,Debito,Residencial,Medio
PG-leto-00000156,AP-000156,SEG-000156,AP-000156-01,2024-01,2024-01-08,2024-02-05,1032.30,1032.30,Pago,Boleto,Empresarial,Ruim
PG-leto-00000157,AP-000157,SEG-000157,AP-000157-01,2024-01,2024-01-05,2024-01-05,451.85,451.85,Pago,Boleto,Saude,Bom
PG-leto-00000158,AP-000158,SEG-000158,AP-000158-01,2024-01,2024-01-05,2024-01-05,845.62,845.62,Pago,Cartao,Residencial,Medio
PG-leto-00000159,AP-000159,SEG-000159,AP-000159-01,2024-01,2024-01-18,2024-01-18,1061.98,1061.98,Pago,Cartao,Saude,Bom
PG-leto-00000160,AP-000160,SEG-000160,AP-000160-01,2024-01,2024-01-25,2024-01-25,1049.18,1049.18,Pago,Boleto,Vida,Ruim
PG-leto-00000161,AP-000161,SEG-000161,AP-000161-01,2024-01,2024-01-20,2024-01-20,1355.21,1355.21,Pago,Debito,Auto,Ruim
PG-leto-00000162,AP-000162,SEG-000162,AP-000162-01,2024-01,2024-01-12,2024-01-15,952.97,952.97,Pago,Boleto,Residencial,Medio
PG-leto-00000163,AP-000163,SEG-000163,AP-000163-01,2024-01,2024-01-25,2024-01-25,795.61,795.61,Pago,Cartao,Saude,Medio
PG-leto-00000164,AP-000164,SEG-000164,AP-000164-01,2024-01,2024-01-08,2024-01-08,960.33,960.33,Pago,Cartao,Saude,Bom
PG-leto-00000165,AP-000165,SEG-000165,AP-000165-01,2024-01,2024-01-08,2024-01-08,753.17,753.17,Pago,Debito,Vida,Medio
PG-leto-00000166,AP-000166,SEG-000166,AP-000166-01,2024-01,2024-01-12,2024-01-12,1410.56,1410.56,Pago,Debito,Empresarial,Bom
PG-leto-00000167,AP-000167,SEG-000167,AP-000167-01,2024-01,2024-01-25,2024-01-25,1384.26,1384.26,Pago,Boleto,Auto,Medio
PG-leto-00000168,AP-000168,SEG-000168,AP-000168-01,2024-01,2024-01-12,2024-01-12,291.16,291.16,Pago,Cartao,Vida,Bom
PG-leto-00000169,AP-000169,SEG-000169,AP-000169-01,2024-01,2024-01-15,2024-01-30,909.82,909.82,Pago,Cartao,Vida,Ruim
PG-leto-00000170,AP-000170,SEG-000170,AP-000170-01,2024-01,2024-01-08,2024-01-08,1153.30,1153.30,Pago,Boleto,Empresarial,Bom
PG-leto-00000171,AP-000171,SEG-000171,AP-000171-01,2024-01,2024-01-08,,0.00,577.30,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000172,AP-000172,SEG-000172,AP-000172-01,2024-01,2024-01-15,2024-01-15,1216.52,1216.52,Pago,Cartao,Vida,Medio
PG-leto-00000173,AP-000173,SEG-000173,AP-000173-01,2024-01,2024-01-05,,0.00,1001.51,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000174,AP-000174,SEG-000174,AP-000174-01,2024-01,2024-01-15,,0.00,400.77,Inadimplente,Boleto,Residencial,Ruim
PG-leto-00000175,AP-000175,SEG-000175,AP-000175-01,2024-01,2024-01-25,,0.00,294.36,Inadimplente,Boleto,Auto,Ruim
PG-leto-00000176,AP-000176,SEG-000176,AP-000176-01,2024-01,2024-01-12,2024-01-14,261.72,261.72,Pago,Boleto,Auto,Bom
PG-leto-00000177,AP-000177,SEG-000177,AP-000177-01,2024-01,2024-01-08,2024-01-09,1033.60,1033.60,Pago,Debito,Saude,Bom
PG-leto-00000178,AP-000178,SEG-000178,AP-000178-01,2024-01,2024-01-10,2024-01-17,458.17,458.17,Pago,Boleto,Vida,Ruim
PG-leto-00000179,AP-000179,SEG-000179,AP-000179-01,2024-01,2024-01-20,,0.00,966.77,Inadimplente,Boleto,Vida,Ruim
PG-leto-00000180,AP-000180,SEG-000180,AP-000180-01,2024-01,2024-01-20,2024-02-04,720.54,720.54,Pago,Cartao,Auto,Ruim
PG-leto-00000181,AP-000181,SEG-000181,AP-000181-01,2024-01,2024-01-18,2024-01-18,544.60,544.60,Pago,Cartao,Residencial,Bom
PG-leto-00000182,AP-000182,SEG-000182,AP-000182-01,2024-01,2024-01-15,2024-01-15,756.30,756.30,Pago,Debito,Auto,Bom
